director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined
Koratala Siva,Mahesh Babu, Kiara Advani,Telugu,India,Drama Action,bharat ane nenu,Koratala Siva Mahesh Babu  Kiara Advani Drama Action bharat ane nenu
G. Nageswara Reddy,Vishnu Manchu, Pragya Jaiswal,Telugu,India,Family Comedy,achari america yatra,G. Nageswara Reddy Vishnu Manchu  Pragya Jaiswal Family Comedy achari america yatra
A. L. Vijay,Sai Pallavi, Veronica Arora,Telugu,India,Drama Fantasy Science Fiction,kanam,A. L. Vijay Sai Pallavi  Veronica Arora Drama Fantasy Science Fiction kanam
Vakkantham Vamsi,Allu Arjun, Arjun Sarja,Telugu,India,Action,"naa peru surya, naa illu india","Vakkantham Vamsi Allu Arjun  Arjun Sarja Action naa peru surya, naa illu india"
Nag Ashwin,Keerthi Suresh, Dulquer Salman,Telugu,India,Drama,mahanati,Nag Ashwin Keerthi Suresh  Dulquer Salman Drama mahanati
Puri Jagannadh,Akash Puri, Neha Shetty,Telugu,India,Drama Romance,mehbooba,Puri Jagannadh Akash Puri  Neha Shetty Drama Romance mehbooba
Kalyan Krishna,Ravi Teja, Malvika Sharma,Telugu,India,Action Drama,nela ticket,Kalyan Krishna Ravi Teja  Malvika Sharma Action Drama nela ticket
Sundar Surya,Naga Shourya, Shamili,Telugu,India,Drama Family Romance,ammammagarillu,Sundar Surya Naga Shourya  Shamili Drama Family Romance ammammagarillu
Ram Gopal Varma,Nagarjuna Akkineni, Myra Sareen,Telugu,India,Drama Romance,officer,Ram Gopal Varma Nagarjuna Akkineni  Myra Sareen Drama Romance officer
Sanjana Reddy,Raj Tarun, Amyra Dastur,Telugu,India,Comedy Romance,raju gadu,Sanjana Reddy Raj Tarun  Amyra Dastur Comedy Romance raju gadu
Nandi Venkat Reddy,Sri Karan, Amrutha,Telugu,India,Drama Romance,best lovers,Nandi Venkat Reddy Sri Karan  Amrutha Drama Romance best lovers
Jayendra Panchapakesan,Nandamuri Kalyan Ram, Tamannaah,Telugu,India,Romance Comedy,naa... nuvve,Jayendra Panchapakesan Nandamuri Kalyan Ram  Tamannaah Romance Comedy naa... nuvve
Mohan Krishna Indraganti,Sudheer Babu, Aditi Rao Hydari,Telugu,India,Romance Drama,sammohanam,Mohan Krishna Indraganti Sudheer Babu  Aditi Rao Hydari Romance Drama sammohanam
J. B. Murali Krishna,Srinivas Reddy, Siddhi Idnani,Telugu,India,Comedy Fantasy,jamba lakidi pamba,J. B. Murali Krishna Srinivas Reddy  Siddhi Idnani Comedy Fantasy jamba lakidi pamba
K. Chakravarthy,Gopichand, Mehreen Pirzada,Telugu,India,Drama Action,pantham,K. Chakravarthy Gopichand  Mehreen Pirzada Drama Action pantham
Rao Durgam,Yuvaraj Rejeti, Nagendra Babu,Telugu,India,Drama,aghora,Rao Durgam Yuvaraj Rejeti  Nagendra Babu Drama aghora
A. Karunakaran,Sai Dharam Tej, Anupama Parameswaran,Telugu,India,Romance Drama,tej i love you,A. Karunakaran Sai Dharam Tej  Anupama Parameswaran Romance Drama tej i love you
Ajay Bhupathi,Karthikeya, Payal Rajput,Telugu,India,Drama Action Romance,rx 100,Ajay Bhupathi Karthikeya  Payal Rajput Drama Action Romance rx 100
Rakesh Shashii,Kalyaan Dhev, Malavika Nair,Telugu,India,Romance,vijetha,Rakesh Shashii Kalyaan Dhev  Malavika Nair Romance vijetha
Chandra Siddhartha,Uday Shankar, Doddanna,Telugu,India,Drama Thriller Comedy,aatagadharaa siva,Chandra Siddhartha Uday Shankar  Doddanna Drama Thriller Comedy aatagadharaa siva
Aneesh Krishna,Raj Tarun, Riddhi Kumar,Telugu,India,Comedy,lover,Aneesh Krishna Raj Tarun  Riddhi Kumar Comedy lover
Vijay Yelakanti,Lakshmi Manchu, Samrat Reddy,Telugu,India,Thriller Crime,w/o ram,Vijay Yelakanti Lakshmi Manchu  Samrat Reddy Thriller Crime w/o ram
Sriwass,Bellamkonda Sreenivas, Pooja Hegde,Telugu,India,Action Romance Fantasy,saakshyam,Sriwass Bellamkonda Sreenivas  Pooja Hegde Action Romance Fantasy saakshyam
Lakshman Karya,Sumanth Ashwin, Niharika Konidela,Telugu,India,Romance Drama,happy wedding,Lakshman Karya Sumanth Ashwin  Niharika Konidela Romance Drama happy wedding
Prabhakar Podakandla,Sumanth Shailendra, Eesha Rebba,Telugu,India,Comedy Romance,brand babu,Prabhakar Podakandla Sumanth Shailendra  Eesha Rebba Comedy Romance brand babu
Rahul Ravindran,Sushanth, Ruhani Sharma,Telugu,India,Romance Comedy,chi la sow,Rahul Ravindran Sushanth  Ruhani Sharma Romance Comedy chi la sow
G. Krishna Reddy Rajesh Koduru,Manoj, Priyanka Sharma,Telugu,India,Thriller Horror,tharuvatha evaru,G. Krishna Reddy Rajesh Koduru Manoj  Priyanka Sharma Thriller Horror tharuvatha evaru
Satish Vegesna,Nithiin, Raashi Khanna,Telugu,India,Romance,srinivasa kalyanam,Satish Vegesna Nithiin  Raashi Khanna Romance srinivasa kalyanam
Parasuram,Vijay Devarakonda, Rashmika Mandanna,Telugu,India,Romance,geetha govindam,Parasuram Vijay Devarakonda  Rashmika Mandanna Romance geetha govindam
Paruchuri Murali,Nara Rohit, Jagapathi Babu,Telugu,India,Thriller Action Crime,aatagallu,Paruchuri Murali Nara Rohit  Jagapathi Babu Thriller Action Crime aatagallu
Jhony,Jai, Rashmi Gautam,Telugu,India,Horror Romance,anthaku minchi,Jhony Jai  Rashmi Gautam Horror Romance anthaku minchi
Hari Nath,Aadhi Pinisetty, Taapsee Pannu,Telugu,India,Thriller Romance,neevevaro,Hari Nath Aadhi Pinisetty  Taapsee Pannu Thriller Romance neevevaro
Srinivas Chakravarthy,Naga Shourya, Kashmira Pardeshi,Telugu,India,Drama Romance Comedy,@nartanasala,Srinivas Chakravarthy Naga Shourya  Kashmira Pardeshi Drama Romance Comedy @nartanasala
Ravi Gundaboina,Yashwanth, Amrita Acharya,Telugu,India,Drama Romance,sameeram,Ravi Gundaboina Yashwanth  Amrita Acharya Drama Romance sameeram
Venkatesh Maha,Nithya Sree, Mohan Bhagath,Telugu,India,Drama,c/o kancharapalem,Venkatesh Maha Nithya Sree  Mohan Bhagath Drama c/o kancharapalem
Bhimaneni Srinivasa Rao,Allari Naresh, Sunil,Telugu,India,Comedy,silly fellows,Bhimaneni Srinivasa Rao Allari Naresh  Sunil Comedy silly fellows
Maruthi Dasari,Naga Chaitanya, Anu Emmanuel,Telugu,India,Comedy Drama,shailaja reddy alludu,Maruthi Dasari Naga Chaitanya  Anu Emmanuel Comedy Drama shailaja reddy alludu
Pawan Kumar,Samantha Akkineni, Aadhi Pinisetty,Telugu,India,Thriller,u turn,Pawan Kumar Samantha Akkineni  Aadhi Pinisetty Thriller u turn
R. S. Naidu,Sudheer Babu, Nabha Natesh,Telugu,India,Romance,nannu dochukunduvate,R. S. Naidu Sudheer Babu  Nabha Natesh Romance nannu dochukunduvate
Sriram Adittya,Nagarjuna, Nani,Telugu,India,Drama Family,devadas,Sriram Adittya Nagarjuna  Nani Drama Family devadas
Kalyanji Gogana,Ashish Gandhi, Ashima Narwal,Telugu,India,Action Horror,natakam,Kalyanji Gogana Ashish Gandhi  Ashima Narwal Action Horror natakam
Goutham Rajkumar,Khayyum Ali, Taniahq Rajan,Telugu,India,Drama,desamlo dongalu paddaru,Goutham Rajkumar Khayyum Ali  Taniahq Rajan Drama desamlo dongalu paddaru
Murali Krishna Mudidani,Naveed, Mujtaba Ali Khan,Telugu,India,Drama Comedy,bhale manchi chowka beram,Murali Krishna Mudidani Naveed  Mujtaba Ali Khan Drama Comedy bhale manchi chowka beram
Anand Shankar,Vijay Devarakonda, Mehreen Pirzada,Telugu,India,Mystery Crime Drama,nota,Anand Shankar Vijay Devarakonda  Mehreen Pirzada Mystery Crime Drama nota
Trivikram Srinivas,N. T. Rama Rao Jr., Pooja Hegde,Telugu,India,Action Drama,aravinda sametha veera raghava,Trivikram Srinivas N. T. Rama Rao Jr.  Pooja Hegde Action Drama aravinda sametha veera raghava
Trinadha Rao Nakkina,Ram Pothineni, Anupama Parameswaran,Telugu,India,Romance Family,hello guru prema kosame,Trinadha Rao Nakkina Ram Pothineni  Anupama Parameswaran Romance Family hello guru prema kosame
R. Indrasena,Nara Rohith, Sudheer Babu,Telugu,India,Crime Thriller,veera bhoga vasantha rayalu,R. Indrasena Nara Rohith  Sudheer Babu Crime Thriller veera bhoga vasantha rayalu
Habeeb Shariff,Prayaga Bhasker, Raghavendra Rao Yadav,Telugu,India,Drama,kathanayakulu,Habeeb Shariff Prayaga Bhasker  Raghavendra Rao Yadav Drama kathanayakulu
Chandoo Mondeti,Naga Chaitanya, R. Madhavan,Telugu,India,Thriller Action,savyasachi,Chandoo Mondeti Naga Chaitanya  R. Madhavan Thriller Action savyasachi
Nagu Gawara,Vasant Sameer, Sahar Afsha,Telugu,India,Crime Thriller,karma kartha kriya,Nagu Gawara Vasant Sameer  Sahar Afsha Crime Thriller karma kartha kriya
Srinu Vaitla,Ravi Teja, Ileana D'Cruz,Telugu,India,Comedy Drama,amar akbar anthony,Srinu Vaitla Ravi Teja  Ileana D'Cruz Comedy Drama amar akbar anthony
Rahul Sankrityayan,Vijay Devarakonda, Priyanka Jawlankar,Telugu,India,Thriller Comedy Horror,taxiwaala,Rahul Sankrityayan Vijay Devarakonda  Priyanka Jawlankar Thriller Comedy Horror taxiwaala
N. Narasimha Rao,Aakash Kumar, Mishti Chakraborty,Telugu,India,Thriller Crime Mystery,sarabha,N. Narasimha Rao Aakash Kumar  Mishti Chakraborty Thriller Crime Mystery sarabha
Ayodhya Kumar Krishnamsetty,Adith Arun, Hebah Patel,Telugu,India,Romance,24 kisses,Ayodhya Kumar Krishnamsetty Adith Arun  Hebah Patel Romance 24 kisses
Gagan Gopal Mulka,Kamal Kamaraju, Pooja Ramachandran,Telugu,India,Drama Crime Thriller,law,Gagan Gopal Mulka Kamal Kamaraju  Pooja Ramachandran Drama Crime Thriller law
Karthikeya,Tanish, Priya Singh,Telugu,India,Action,rangu,Karthikeya Tanish  Priya Singh Action rangu
Paidi Ramesh,Shivamani, Sona Patel,Telugu,India,Comedy Drama Romance,rule,Paidi Ramesh Shivamani  Sona Patel Comedy Drama Romance rule
Srinivas Mamilla,Bellamkonda Sreenivas, Neil Nitin Mukesh,Telugu,India,Action Thriller,kavacham,Srinivas Mamilla Bellamkonda Sreenivas  Neil Nitin Mukesh Action Thriller kavacham
Kunal Kohli,Sundeep Kishan, Tamannaah,Telugu,India,Drama Romance Comedy,next enti?,Kunal Kohli Sundeep Kishan  Tamannaah Drama Romance Comedy next enti?
Santhosh Jagarlapudi,Sumanth, Eesha Rebba,Telugu,India,Drama Mystery Thriller,subrahmanyapuram,Santhosh Jagarlapudi Sumanth  Eesha Rebba Drama Mystery Thriller subrahmanyapuram
Siddhartha,Dhananjay, Irra Mor,Telugu,India,Romance Action Drama,bhairava geetha,Siddhartha Dhananjay  Irra Mor Romance Action Drama bhairava geetha
Pratap Thatamsetti,Ashwin J. Viraj, Riddhi Kumar,Telugu,India,Drama Romance,anaganaga o premakatha,Pratap Thatamsetti Ashwin J. Viraj  Riddhi Kumar Drama Romance anaganaga o premakatha
Sree Harsha Konuganti,Tejus Kancherla, Tej Kurapati,Telugu,India,Comedy,husharu,Sree Harsha Konuganti Tejus Kancherla  Tej Kurapati Comedy husharu
Sankalp Reddy,Varun Tej, Lavanya Tripathi,Telugu,India,Science Fiction Thriller,antariksham 9000 kmph,Sankalp Reddy Varun Tej  Lavanya Tripathi Science Fiction Thriller antariksham 9000 kmph
Hanu Raghavapudi,Sharwanand, Sai Pallavi,Telugu,India,Romance Drama,padi padi leche manasu,Hanu Raghavapudi Sharwanand  Sai Pallavi Romance Drama padi padi leche manasu
Gopi Ganesh,Satyadev Kancharana, Nandita Swetha,Telugu,India,Crime Thriller,bluff master,Gopi Ganesh Satyadev Kancharana  Nandita Swetha Crime Thriller bluff master
Anil Srikantam,Sumanth, Anju Kurian,Telugu,India,Crime Thriller,idam jagath,Anil Srikantam Sumanth  Anju Kurian Crime Thriller idam jagath
Sampath V. Rudra,Arjun Mahi, Tanishq Rajan,Telugu,India,Romance Drama,ishtangaa,Sampath V. Rudra Arjun Mahi  Tanishq Rajan Romance Drama ishtangaa
Bala Bodepudi,Ram Karthik, Pranali Ghoghare,Telugu,India,Drama Romance,manchukurisevelalo,Bala Bodepudi Ram Karthik  Pranali Ghoghare Drama Romance manchukurisevelalo
Kovera,Kovera, Himansee Katragadda,Telugu,India,Drama,u – kathe hero,Kovera Kovera  Himansee Katragadda Drama u – kathe hero
Harish K. V.,Prudhviraj, Rakendu Mouli,Telugu,India,Comedy Crime,my dear marthandam,Harish K. V. Prudhviraj  Rakendu Mouli Comedy Crime my dear marthandam
Boyapati Srinu,Ram Charan, Vivek Oberoi,Telugu,India,Action Drama,vinaya vidheya rama,Boyapati Srinu Ram Charan  Vivek Oberoi Action Drama vinaya vidheya rama
Anil Ravipudi,Venkatesh, Varun Tej,Telugu,India,Comedy,f2: fun and frustration,Anil Ravipudi Venkatesh  Varun Tej Comedy f2: fun and frustration
Ramana Mogili,Yamini Bhaskar, Priyanth,Telugu,India,Drama Romance,kothaga maa prayanam,Ramana Mogili Yamini Bhaskar  Priyanth Drama Romance kothaga maa prayanam
Rajesh Tadakala,Sraneeth Raj, Kalyani Patel,Telugu,India,Action Thriller Science Fiction,gamer,Rajesh Tadakala Sraneeth Raj  Kalyani Patel Action Thriller Science Fiction gamer
R. Raghuraj,Eeshwar, Tuya Chakraborthy,Telugu,India,Comedy Drama Romance,4 letters,R. Raghuraj Eeshwar  Tuya Chakraborthy Comedy Drama Romance 4 letters
Prashant Kumar,Priyadarshi Pullikonda, Kamal Kamaraju,Telugu,India,Comedy Crime Romance,mithai,Prashant Kumar Priyadarshi Pullikonda  Kamal Kamaraju Comedy Crime Romance mithai
Krish,Nandamuri Balakrishna, Vidya Balan,Telugu,India,Drama,n.t.r: mahanayakudu,Krish Nandamuri Balakrishna  Vidya Balan Drama n.t.r: mahanayakudu
K. V. Guhan,Kalyan Ram, Nivetha Thomas,Telugu,India,Action Thriller,118,K. V. Guhan Kalyan Ram  Nivetha Thomas Action Thriller 118
Karteek Anand,Karteek Anand, Dimple Hayathi,Telugu,India,Drama Action Thriller,eureka,Karteek Anand Karteek Anand  Dimple Hayathi Drama Action Thriller eureka
Naga Sai Makham,Srinath Maganti, Saanvie Meghana,Telugu,India,Action Drama,bilalpur police station,Naga Sai Makham Srinath Maganti  Saanvie Meghana Action Drama bilalpur police station
Ashwani Kumar. V,Abhinav Gomatam, Abhishek Maharshi,Telugu,India,Comedy Romance,jessie,Ashwani Kumar. V Abhinav Gomatam  Abhishek Maharshi Comedy Romance jessie
Adishesha Sai Reddy,Sakshi Chowdhary, Posani Krishna Murali,Telugu,India,Comedy Romance,magnet,Adishesha Sai Reddy Sakshi Chowdhary  Posani Krishna Murali Comedy Romance magnet
P. L. K. Reddy,Prashanth, Avantika,Telugu,India,Drama,pranam khareedu,P. L. K. Reddy Prashanth  Avantika Drama pranam khareedu
Ravi Prakash Krishnamsetty,Jaan, Angana Roy,Telugu,India,Horror Thriller,adhrushyam,Ravi Prakash Krishnamsetty Jaan  Angana Roy Horror Thriller adhrushyam
Sateesh Chandra Nadella,Srinivas Sai, Priyanka Jain,Telugu,India,Romance,vinara sodara veera kumara,Sateesh Chandra Nadella Srinivas Sai  Priyanka Jain Romance vinara sodara veera kumara
Ram Gopal VarmaAgasthya Manju,P. Vijay Kumar, Yagna Shetty,Telugu,India,Drama,lakshmi's ntr,Ram Gopal VarmaAgasthya Manju P. Vijay Kumar  Yagna Shetty Drama lakshmi's ntr
Pranith Bramandapally,Niharika Konidela, Rahul Vijay,Telugu,India,Comedy Romance,suryakantham,Pranith Bramandapally Niharika Konidela  Rahul Vijay Comedy Romance suryakantham
Shiva Nirvana,Naga Chaitanya Akkineni, Samantha Akkineni,Telugu,India,Drama Romance,majili,Shiva Nirvana Naga Chaitanya Akkineni  Samantha Akkineni Drama Romance majili
Hari Krishna,Sumanth Ashwin, Nandita Swetha,Telugu,India,Thriller Horror Romance,prema katha chitram 2,Hari Krishna Sumanth Ashwin  Nandita Swetha Thriller Horror Romance prema katha chitram 2
Kishore Tirumala,Sai Dharam Tej, Kalyani Priyadarshan,Telugu,India,Drama Romance,chitralahari,Kishore Tirumala Sai Dharam Tej  Kalyani Priyadarshan Drama Romance chitralahari
Gowtam Tinnanuri,Nani, Shraddha Srinath,Telugu,India,Comedy Romance Drama,jersey,Gowtam Tinnanuri Nani  Shraddha Srinath Comedy Romance Drama jersey
Santhosh P. Jayakumar,Adith Arun, Bhagyashree Mote,Telugu,India,Horror Comedy Romance,chikati gadilo chithakotudu,Santhosh P. Jayakumar Adith Arun  Bhagyashree Mote Horror Comedy Romance chikati gadilo chithakotudu
Vamsi Paidipally,Mahesh Babu, Pooja Hegde,Telugu,India,Drama Action,maharshi,Vamsi Paidipally Mahesh Babu  Pooja Hegde Drama Action maharshi
Sanjeev Reddy,Allu Sirish, Rukshar Dhillon,Telugu,India,Comedy,abcd: american born confused desi,Sanjeev Reddy Allu Sirish  Rukshar Dhillon Comedy abcd: american born confused desi
P. Sunil Kumar Reddy,Manoj Nandam, Avantika Munni,Telugu,India,Crime Drama Romance,romantic criminals,P. Sunil Kumar Reddy Manoj Nandam  Avantika Munni Crime Drama Romance romantic criminals
Teja,Kajal Aggarwal, Bellamkonda Sreenivas,Telugu,India,Animation Drama Music Romance Fantasy,sita,Teja Kajal Aggarwal  Bellamkonda Sreenivas Animation Drama Music Romance Fantasy sita
A. L. Vijay,Prabhu Deva, Tamannaah,Telugu,India,Horror Comedy,abhinetri 2,A. L. Vijay Prabhu Deva  Tamannaah Horror Comedy abhinetri 2
G. Kondal Rao,Navakanth, Seetha,Telugu,India,Music,december 31,G. Kondal Rao Navakanth  Seetha Music december 31
Vishwak Sen,Vishwak Sen, Saloni Mishra,Telugu,India,Action Romance Thriller Crime,falaknuma das,Vishwak Sen Vishwak Sen  Saloni Mishra Action Romance Thriller Crime falaknuma das
Nizar Shafi,Havish, Nandita Swetha,Telugu,India,Adventure Action Western,seven,Nizar Shafi Havish  Nandita Swetha Adventure Action Western seven
Krishna,Kartikeya Gummakonda, Digangana Suryavanshi,Telugu,India,Romance,hippi,Krishna Kartikeya Gummakonda  Digangana Suryavanshi Romance hippi
Sampath V. Rudra,Bishnu Adhikari, Abhinav Sardar,Telugu,India,Comedy Crime Thriller,ek,Sampath V. Rudra Bishnu Adhikari  Abhinav Sardar Comedy Crime Thriller ek
Ashwin Saravanan,Taapsee Pannu, Vinodhini Vaidyanathan,Telugu,India,Action Adventure Comedy Family Science Fiction,game over,Ashwin Saravanan Taapsee Pannu  Vinodhini Vaidyanathan Action Adventure Comedy Family Science Fiction game over
Arun Pawar,Saptagiri, Vaibhavi Joshi,Telugu,India,Action,vajra kavachadhara govinda,Arun Pawar Saptagiri  Vaibhavi Joshi Action vajra kavachadhara govinda
Raajkiran,Prasanna, Nanditha Raj,Telugu,India,Horror Thriller,viswamitra,Raajkiran Prasanna  Nanditha Raj Horror Thriller viswamitra
Naresh Kumar H. N.,Chethan Maddineni, Kashish Vohra,Telugu,India,Romance Comedy Drama,1st rank raju,Naresh Kumar H. N. Chethan Maddineni  Kashish Vohra Romance Comedy Drama 1st rank raju
Swaroop RSJ,Naveen Polishetty, Shruthi Sharma,Telugu,India,Crime Comedy Mystery,agent sai srinivasa athreya,Swaroop RSJ Naveen Polishetty  Shruthi Sharma Crime Comedy Mystery agent sai srinivasa athreya
Raj. R,Priyadarshi Pulikonda, Ananya Nagalla,Telugu,India,Drama,mallesham,Raj. R Priyadarshi Pulikonda  Ananya Nagalla Drama mallesham
Vastav,Ajay, Ranga,Telugu,India,Thriller,special – the story of a mind reader,Vastav Ajay  Ranga Thriller special – the story of a mind reader
G. S. Karthik,Manchu Vishnu, Surabhi,Telugu,India,Documentary,voter,G. S. Karthik Manchu Vishnu  Surabhi Documentary voter
Vivek Athreya,Sree Vishnu, Rahul Ramakrishna,Telugu,India,Thriller Crime,brochevarevarura,Vivek Athreya Sree Vishnu  Rahul Ramakrishna Thriller Crime brochevarevarura
Nikhilesh Thogari,Ram Praneeth, Sumaya,Telugu,India,Romance,prema janta,Nikhilesh Thogari Ram Praneeth  Sumaya Romance prema janta
Diamond Ratna Babu,Aadi Saikumar, Mishti,Telugu,India,Romance Science Fiction,burrakatha,Diamond Ratna Babu Aadi Saikumar  Mishti Romance Science Fiction burrakatha
B. V. Nandini Reddy,Samantha Akkineni, Naga Shaurya,Telugu,India,Mystery Crime Thriller TV Movie,oh! baby,B. V. Nandini Reddy Samantha Akkineni  Naga Shaurya Mystery Crime Thriller TV Movie oh! baby
Suneeth Jampa,Zaara Khan, Vijay Krishna,Telugu,India,Action Thriller,durmargudu,Suneeth Jampa Zaara Khan  Vijay Krishna Action Thriller durmargudu
Caarthick Raju,Sundeep Kishan, Anya Singh,Telugu,India,Horror Thriller,ninu veedani needanu nene,Caarthick Raju Sundeep Kishan  Anya Singh Horror Thriller ninu veedani needanu nene
Puri Jagannadh,Ram Pothineni, Nidhhi Agerwal,Telugu,India,Action Science Fiction Thriller,ismart shankar,Puri Jagannadh Ram Pothineni  Nidhhi Agerwal Action Science Fiction Thriller ismart shankar
Bharat Kamma,Vijay Devarakonda, Rashmika Mandanna,Telugu,India,Drama Action Romance,dear comrade,Bharat Kamma Vijay Devarakonda  Rashmika Mandanna Drama Action Romance dear comrade
Ram Kumar A.S.K,Harshith Koditham, Sri Padma,Telugu,India,Comedy Drama,nenu lenu,Ram Kumar A.S.K Harshith Koditham  Sri Padma Comedy Drama nenu lenu
Arjun Jandhyala,Kartikeya Gummakonda, Anagha,Telugu,India,Romance Action,guna 369,Arjun Jandhyala Kartikeya Gummakonda  Anagha Romance Action guna 369
Ramesh Varma,Bellamkonda Sreenivas, Anupama Parameswaran,Telugu,India,Crime Thriller Action,rakshasudu,Ramesh Varma Bellamkonda Sreenivas  Anupama Parameswaran Crime Thriller Action rakshasudu
Rahul Ravindran,Nagarjuna, Rakul Preet Singh,Telugu,India,Comedy Romance,manmadhudu 2,Rahul Ravindran Nagarjuna  Rakul Preet Singh Comedy Romance manmadhudu 2
Rupak Ronaldson,Sampoornesh Babu, Ishika Singh,Telugu,India,Comedy,kobbari matta,Rupak Ronaldson Sampoornesh Babu  Ishika Singh Comedy kobbari matta
Venkat Ramji,Adivi Sesh, Regina Cassandra,Telugu,India,Action,evaru,Venkat Ramji Adivi Sesh  Regina Cassandra Action evaru
Sudheer Varma,Sharwanand, Kajal Aggarwal,Telugu,India,Action Crime,ranarangam,Sudheer Varma Sharwanand  Kajal Aggarwal Action Crime ranarangam
Amar Viswaraj,Lakshya Sinha, Sahithi,Telugu,India,Comedy Drama,boy,Amar Viswaraj Lakshya Sinha  Sahithi Comedy Drama boy
Bhimaneni Srinivasa Rao,Aishwarya Rajesh, Rajendra Prasad,Telugu,India,Drama,kousalya krishnamurthy,Bhimaneni Srinivasa Rao Aishwarya Rajesh  Rajendra Prasad Drama kousalya krishnamurthy
Mahesh Reddy,Chaitanya Rao Madadi, Divi Prasanna,Telugu,India,Drama Family,hawaa,Mahesh Reddy Chaitanya Rao Madadi  Divi Prasanna Drama Family hawaa
Sujeeth,Prabhas, Shraddha Kapoor,Telugu,India,Action Thriller,saaho,Sujeeth Prabhas  Shraddha Kapoor Action Thriller saaho
Viswanath Arigella,Aadi Saikumar , Shraddha Srinath,Telugu,India,Drama Romance TV Movie,jodi,Viswanath Arigella Aadi Saikumar   Shraddha Srinath Drama Romance TV Movie jodi
Vikram Kumar,Nani, Kartikeya Gummakonda,Telugu,India,Comedy Crime Thriller,nani's gang leader,Vikram Kumar Nani  Kartikeya Gummakonda Comedy Crime Thriller nani's gang leader
Jai Raaja Singh,Abhay Adaka, Srikanth,Telugu,India,Drama Western,marshal,Jai Raaja Singh Abhay Adaka  Srikanth Drama Western marshal
Harish Shankar,Varun Tej, Atharvaa,Telugu,India,Action Thriller,gaddalakonda ganesh,Harish Shankar Varun Tej  Atharvaa Action Thriller gaddalakonda ganesh
